car_id,car_model,car_make,city,car_time,cost,promo
842,350Z,Nissan,Kokotów,1665120577000,75.178,151.1
843,CR-V,Honda,Aricapampa,1666875614000,45.228,185.8
844,Loyale,Subaru,El Bauga,1661119723000,69.332,191.1
845,Discovery,Land Rover,Totness,1649426328000,37.581,186.0
846,Fox,Volkswagen,Raffingora,1647327876000,19.724,142.7
847,Mazda3,Mazda,Ninghai,1657266667000,2.069,114.4
848,B2600,Mazda,Bone South,1660070898000,34.139,127.9
849,Colt Vista,Plymouth,Chengshan,1647870778000,75.402,151.7
850,Freelander,Land Rover,Utrecht,1641958136000,5.101,126.5
851,Camry,Toyota,Xincheng,1644005954000,3.066,137.4
852,Forester,Subaru,Sirghāyā,1661765609000,97.934,165.3
853,Aerostar,Ford,Novaya Chigla,1639497027000,17.223,192.6
854,Intrepid,Dodge,Kwangmyŏng,1648729346000,74.153,152.1
855,F-Series,Ford,Guohe,1662849132000,80.093,133.9
856,Sephia,Kia,Mompós,1641311683000,8.382,158.4
857,Veracruz,Hyundai,Plomárion,1667178251000,19.269,176.1
858,Aviator,Lincoln,Huwan,1638760406000,32.287,195.9
859,240SX,Nissan,Zhaoqing,1637844355000,15.693,157.4
860,Viper,Dodge,Ufimskiy,1642286836000,93.571,171.7
861,Mazda5,Mazda,Brudzew,1641797285000,49.913,190.5
862,M-Class,Mercedes-Benz,Silva Jardim,1640299583000,73.45,158.1
863,Corsica,Chevrolet,Fengyang,1665674790000,41.278,145.5
864,DTS,Cadillac,Nowogard,1652722705000,61.171,114.8
865,600SEL,Mercedes-Benz,Valparaíso,1660515655000,62.35,141.9
866,A4,Audi,Łysomice,1648145561000,15.895,195.6
867,Liberty,Jeep,Várzea,1658065725000,47.868,166.2
868,Insight,Honda,Hutang,1650677042000,91.493,116.7
869,S80,Volvo,Taung,1639860501000,56.548,186.9
870,944,Porsche,San Francisco,1646369593000,52.515,121.3
871,Jetta,Volkswagen,Veliki Preslav,1664246531000,4.271,115.2
872,Mirage,Mitsubishi,Qingkenpao,1649217124000,73.735,125.2
873,Diamante,Mitsubishi,Sankoutang,1645628836000,67.809,151.6
874,3 Series,BMW,Corbeil-Essonnes,1667011741000,62.418,118.0
875,Ram 3500,Dodge,Slobodskoy,1660374234000,52.191,197.1
876,Sportage,Kia,Xingren,1657776979000,25.258,190.2
877,LeMans,Pontiac,Korkino,1647944481000,30.022,141.9
878,S80,Volvo,Berlin,1656591503000,42.475,132.6
879,Sebring,Chrysler,Mabay,1665798324000,91.413,188.3
880,Continental,Lincoln,Taquaritinga,1659452862000,92.503,152.4
881,Escalade EXT,Cadillac,Naran Bulag,1638191462000,47.889,115.4
882,Z8,BMW,Carcassonne,1663743076000,9.029,118.8
883,Sonoma Club Coupe,GMC,Yushu,1656265855000,93.642,158.0
884,QX,Infiniti,Shengping,1641113657000,68.304,133.3
885,TL,Acura,Draginje,1652257066000,35.489,188.9
886,Journey,Dodge,Světlá nad Sázavou,1659954004000,22.174,198.7
887,2500 Club Coupe,GMC,Safonovo,1637699531000,42.079,155.1
888,Town Car,Lincoln,Socorro,1637591043000,8.887,180.6
889,Savana 3500,GMC,Kawasaki,1663394241000,6.469,125.3
890,Topaz,Mercury,Bukitkemuning,1645398792000,87.679,123.8
891,Windstar,Ford,Garcia Hernandez,1653824579000,13.431,169.0
892,Pilot,Honda,Ferapontovo,1641627389000,59.93,114.2
893,VUE,Saturn,Alapayevsk,1647454180000,86.561,146.7
894,Taurus,Ford,Dongdong,1646085136000,41.662,133.9
895,M3,BMW,Taoling,1636602436000,85.244,143.8
896,Corsica,Chevrolet,Mindupok,1662793663000,53.386,160.4
897,G-Series G30,Chevrolet,Tbêng Méanchey,1650985857000,96.166,121.9
898,LeSabre,Buick,La Soledad,1636611839000,51.715,126.9
899,Caravan,Dodge,Uppsala,1648487371000,98.667,182.1
900,Continental Mark VII,Lincoln,Weepangali,1641913437000,13.772,163.5
901,Mountaineer,Mercury,Gjilan,1656606555000,60.134,166.6
902,Mustang,Ford,Wyszogród,1647033656000,96.617,160.3
903,Colt,Dodge,Zavety Il’icha,1648405671000,67.858,125.3
904,G-Series G30,Chevrolet,Cabuyaro,1650914902000,70.081,111.1
905,Galant,Mitsubishi,Krzanowice,1638422451000,78.902,150.0
906,Fleetwood,Cadillac,Loučovice,1636471059000,80.212,123.6
907,Countach,Lamborghini,Danderyd,1653289330000,64.352,187.7
908,ES,Lexus,Dolavón,1641614324000,26.752,175.6
909,C-Class,Mercedes-Benz,San Miguel,1661886963000,30.716,150.5
910,CL-Class,Mercedes-Benz,Yelan’,1665834961000,84.509,190.2
911,SLK-Class,Mercedes-Benz,Hodkovice nad Mohelkou,1658449233000,81.188,155.3
912,E-Class,Mercedes-Benz,Teno,1656470805000,56.022,139.4
913,S10 Blazer,Chevrolet,Padangtiji,1654182253000,2.362,134.1
914,Range Rover,Land Rover,Quiaios,1643225492000,88.088,191.6
915,Protege5,Mazda,Uzlovaya,1640879385000,88.951,129.8
916,Altima,Nissan,Pillpinto,1661728342000,55.608,115.7
917,62,Maybach,Jiangxiangzhen,1636431034000,48.756,155.3
918,Miata MX-5,Mazda,Rennes,1643093368000,17.65,164.9
919,Coupe GT,Audi,Panglanjan,1656843445000,54.045,154.7
920,W201,Mercedes-Benz,Dimataling,1656900123000,73.316,151.2
921,Tacoma,Toyota,Sukasada,1640874501000,92.798,156.3
922,Express 3500,Chevrolet,Lazaro Cardenas,1663822621000,96.375,126.3
923,Hearse,Buick,Douarnenez,1653464830000,76.97,122.8
924,Flex,Ford,Senador Pompeu,1653683660000,33.382,137.1
925,9-5,Saab,Machala,1645246202000,36.896,167.0
926,Corvette,Chevrolet,Timezgadiouine,1661099491000,82.736,142.1
927,Avalon,Toyota,Kaem,1657782595000,42.096,123.3
928,B9 Tribeca,Subaru,Los Andes,1641796982000,1.566,191.2
929,Altima,Nissan,Bagdadi,1657087938000,64.081,153.5
930,S60,Volvo,Carapicuíba,1660938825000,64.915,168.6
931,XF,Jaguar,Perechyn,1649362061000,90.526,127.8
932,Storm,Geo,Minle,1640636981000,92.919,142.4
933,Sportvan G20,Chevrolet,Březová,1661837395000,90.416,139.8
934,Dakota Club,Dodge,Ristinummi,1667661951000,1.685,194.2
935,5000S,Audi,Sittwe,1665734970000,23.386,150.2
936,Liberty,Jeep,Moshkovo,1667161253000,98.992,115.0
937,Veracruz,Hyundai,Xiahong,1664683241000,60.21,182.1
938,Sierra 2500,GMC,Jejkowice,1645395330000,98.862,174.6
939,Bonneville,Pontiac,Yangambi,1651733103000,18.9,183.4
940,X-90,Suzuki,Longxi,1642855868000,35.094,112.4
941,600SEL,Mercedes-Benz,Qianchuan,1658593217000,32.938,179.6
942,Crosstour,Honda,Santiago de los Caballeros,1653416018000,68.028,145.1
943,Town Car,Lincoln,Hagonoy,1649071307000,41.595,157.6
944,Raider,Mitsubishi,Azul,1657363712000,33.361,148.6
945,F150,Ford,Adelaide,1641279979000,42.302,143.7
946,Savana 3500,GMC,Luna,1657263163000,46.067,125.4
947,A8,Audi,Velikooktyabr’skiy,1662188224000,23.631,188.9
948,Prelude,Honda,Diaoluoshan,1665476353000,74.523,144.6
949,Continental Mark VII,Lincoln,Maogou,1662923607000,65.789,117.1
950,Viper,Dodge,Sudikampir,1646393052000,35.146,173.1
951,Grand Marquis,Mercury,Härnösand,1663241785000,44.374,115.8
952,626,Mazda,Jīt,1642280661000,67.884,167.6
953,Envoy,GMC,Cucutilla,1649232770000,64.037,133.0
954,Passat,Volkswagen,Loufan,1640092859000,44.046,133.8
955,MX-5,Mazda,Payaman,1665933212000,28.181,115.6
956,Civic,Honda,Tanjay,1647147896000,56.543,160.4
957,DeVille,Cadillac,Pyrzyce,1663307938000,84.014,125.6
958,XL7,Suzuki,Xincheng,1638610857000,81.47,184.1
959,Grand Prix,Pontiac,Odiong,1658639923000,5.554,198.6
960,SLS AMG,Mercedes-Benz,Isaka,1662166881000,5.05,172.7
961,DeVille,Cadillac,Lucun,1657756538000,14.383,112.0
962,S2000,Honda,Boxholm,1636761557000,6.19,139.0
963,Baja,Subaru,Kuanheum,1663734717000,84.866,138.9
964,Bravada,Oldsmobile,Santo Ângelo,1645507756000,38.418,188.3
965,Regency,Oldsmobile,Takaka,1640465689000,23.774,120.7
966,Grand Marquis,Mercury,Tampekan,1659192763000,2.173,146.9
967,Bonneville,Pontiac,Monteiro,1666751057000,23.311,129.9
968,911,Porsche,Bohus,1651045482000,27.43,142.0
969,Esprit,Lotus,Dalubian,1647862638000,66.991,151.0
970,Tiburon,Hyundai,Port Colborne,1658238194000,85.134,166.1
971,C-Class,Mercedes-Benz,Eckerö,1650555604000,18.144,162.8
972,530,BMW,Rokiškis,1667026383000,34.2,196.9
973,Vision,Eagle,Binulasan,1662642502000,50.795,172.8
974,Celica,Toyota,Şuwayr,1640622306000,28.364,131.4
975,Savana 2500,GMC,Pruszków,1657414487000,72.93,127.9
976,Grand Marquis,Mercury,Kragujevac,1663627158000,43.247,165.1
977,Ram 1500 Club,Dodge,Katuli,1642331811000,24.097,170.2
978,Legacy,Subaru,Paris 03,1663985656000,81.989,190.0
979,Firebird,Pontiac,Beisijia,1655659390000,24.151,153.2
980,V70,Volvo,Tasovčići,1667367133000,38.461,169.4
981,Protege,Mazda,Amparita,1661730591000,23.365,195.6
982,Sierra,GMC,Puno,1650414691000,48.214,194.8
983,Neon,Dodge,Bastos,1653146851000,18.538,175.7
984,S5,Audi,Agrela,1656120645000,7.399,123.2
985,Swift,Suzuki,Gesikan,1654151935000,54.39,193.2
986,3500,GMC,Bojongloa,1641363178000,16.733,161.0
987,Charger,Dodge,Cutral-Có,1642221080000,74.896,166.7
988,Grand Am,Pontiac,Lelystad,1646907147000,62.407,146.7
989,Trooper,Isuzu,Gulou,1661695720000,92.92,199.2
990,Tiguan,Volkswagen,Ketian,1654217605000,44.739,188.0
991,Firefly,Pontiac,Waxi,1644509206000,6.979,189.9
992,Santa Fe,Hyundai,Karangmangu,1666530445000,92.155,172.6
993,2500,Chevrolet,Qiandeng,1645198375000,65.22,191.5
994,Escort,Ford,Māmūnīyeh,1660086328000,69.875,175.2
995,Impreza,Subaru,Södertälje,1643919963000,78.808,156.3
996,G-Series 2500,Chevrolet,Ganxi,1666517036000,1.627,150.9
997,LeMans,Pontiac,Guandian,1659418426000,6.885,161.8
998,S40,Volvo,Libon,1654462344000,10.664,198.8
999,V40,Volvo,Ussel,1654847404000,10.954,135.1
1000,M,BMW,Liugong,1661765086000,55.753,132.4
